,Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
287,2017-11-15,22.0,29.8,28.2,82.0,0.0,0.3,3.0,360.0,2.0,N 
288,2017-11-16,25.6,30.8,26.7,87.0,0.0,0.6,4.0,315.0,2.0,NW
289,2017-11-17,24.2,31.8,27.3,85.0,7.0,3.8,4.0,225.0,2.0,SW
290,2017-11-18,25.2,30.6,27.8,83.0,10.0,1.4,4.0,360.0,2.0,N 
291,2017-11-19,25.2,30.6,27.2,84.0,13.0,3.4,3.0,315.0,2.0,NW
292,2017-11-20,23.6,30.8,27.0,89.0,14.0,5.1,3.0,315.0,2.0,NW
293,2017-11-21,24.6,30.0,27.5,86.0,7.0,0.3,4.0,315.0,2.0,NW
294,2017-11-22,25.8,30.8,27.0,90.0,19.0,3.6,5.0,315.0,2.0,NW
295,2017-11-23,24.2,29.8,27.1,87.0,31.0,0.7,3.0,315.0,2.0,NW
296,2017-11-24,25.6,30.4,27.5,87.0,1.0,1.9,4.0,315.0,2.0,NW
297,2017-11-25,24.4,30.4,26.6,90.0,8.0,6.3,4.0,225.0,3.0,SW
298,2017-11-26,25.0,31.6,27.7,84.0,6.0,4.0,5.0,360.0,2.0,N 
299,2017-11-27,24.2,30.2,27.2,87.0,25.0,0.4,4.0,360.0,2.0,N 
300,2017-11-28,23.0,31.0,26.6,89.0,18.0,0.0,3.0,360.0,0.0,N 
301,2017-11-29,24.2,31.4,26.8,89.0,48.0,3.2,2.0,270.0,2.0,W 
302,2017-11-30,25.0,29.4,25.9,92.0,39.0,1.7,4.0,270.0,2.0,W 
303,2017-12-01,22.4,28.4,26.6,89.0,83.0,0.0,4.0,270.0,2.0,W 
304,2017-12-02,25.0,31.6,28.2,84.0,0.0,3.2,4.0,315.0,2.0,NW
305,2017-12-03,26.0,32.2,28.9,81.0,0.0,7.8,5.0,315.0,3.0,NW
306,2017-12-04,26.2,31.4,28.5,87.0,0.0,6.4,4.0,360.0,2.0,N 
307,2017-12-05,25.0,31.4,28.9,81.0,9.0,4.1,4.0,360.0,2.0,N 
308,2017-12-06,25.0,32.0,29.0,81.0,6.0,5.6,6.0,360.0,3.0,NW
309,2017-12-07,26.2,31.8,29.0,80.0,0.0,6.6,4.0,315.0,3.0,NW
310,2017-12-08,26.0,31.4,28.6,80.0,0.0,3.2,4.0,270.0,2.0,N 
311,2017-12-09,23.4,30.8,27.8,84.0,1.0,2.4,5.0,270.0,2.0,SE
312,2017-12-10,25.6,31.0,25.7,90.0,1.0,1.7,4.0,315.0,2.0,NW
313,2017-12-11,23.6,29.6,26.7,86.0,69.0,0.0,3.0,315.0,2.0,NW
314,2017-12-12,25.0,29.6,27.5,82.0,1.0,0.0,4.0,360.0,2.0,NW
315,2017-12-13,25.4,30.4,27.7,85.0,8.0,2.5,4.0,360.0,2.0,N 
316,2017-12-14,24.4,31.0,26.8,88.0,15.0,0.8,3.0,360.0,2.0,NW
317,2017-12-15,24.2,30.4,27.6,80.0,8.0,6.3,7.0,270.0,3.0,NW
318,2017-12-16,24.0,30.4,27.4,77.0,0.0,6.0,5.0,270.0,3.0,SE
319,2017-12-17,24.4,31.2,27.9,78.0,0.0,3.6,8.0,270.0,3.0,W 
320,2017-12-18,25.0,30.6,27.6,80.0,2.0,3.3,7.0,270.0,4.0,W 
321,2017-12-19,24.6,28.8,26.1,88.0,4.0,2.7,8.0,270.0,4.0,W 
322,2017-12-20,24.6,29.0,25.3,94.0,5.0,0.0,7.0,315.0,3.0,NW
323,2017-12-21,24.0,31.0,27.3,83.0,42.0,6.2,3.0,315.0,4.0,NW
324,2017-12-22,25.0,29.6,26.8,86.0,5.0,0.0,5.0,315.0,2.0,NW
325,2017-12-23,23.4,31.6,28.3,80.0,3.0,7.9,5.0,315.0,3.0,NW
326,2017-12-24,24.0,31.6,28.3,74.0,0.0,7.5,4.0,315.0,2.0,NW
327,2017-12-25,24.4,31.4,28.2,79.0,0.0,7.0,4.0,315.0,2.0,NW
328,2017-12-26,24.6,31.0,27.6,80.0,17.0,5.4,6.0,315.0,3.0,NW
329,2017-12-27,24.8,30.4,27.5,77.0,0.0,0.0,5.0,315.0,6.0,NW
330,2017-12-28,25.0,31.2,27.3,83.0,8.0,2.5,6.0,315.0,0.0,NW
331,2017-12-29,25.2,31.2,28.3,81.0,2.0,4.4,5.0,315.0,3.0,NW
332,2017-12-30,25.8,30.6,27.3,84.0,0.0,2.2,4.0,315.0,2.0,NW
333,2017-12-31,24.6,30.8,26.9,87.0,2.0,4.5,4.0,315.0,2.0,NW
334,2018-01-01,24.0,31.8,27.5,80.0,10.0,4.5,3.0,315.0,2.0,NW
335,2018-01-02,26.2,30.8,28.2,81.0,0.0,2.2,5.0,315.0,3.0,NW
336,2018-01-03,25.0,31.8,28.0,81.0,0.0,4.7,5.0,315.0,3.0,NW
337,2018-01-04,24.0,30.4,26.3,91.0,61.0,3.7,4.0,315.0,3.0,NW
338,2018-01-05,24.4,31.4,26.3,90.0,0.4,4.8,4.0,315.0,2.0,NW
339,2018-01-06,24.8,30.2,27.7,84.0,0.0,1.5,5.0,315.0,2.0,NW
340,2018-01-07,25.0,29.8,26.3,88.0,0.0,1.0,4.0,315.0,2.0,NW
341,2018-01-08,21.8,30.6,27.2,84.0,28.0,5.7,5.0,315.0,3.0,NW
342,2018-01-09,25.4,31.8,28.0,84.0,0.0,5.7,6.0,315.0,2.0,NW
343,2018-01-10,25.6,31.6,28.2,77.0,0.0,6.0,5.0,315.0,3.0,NW
344,2018-01-11,23.4,30.0,27.4,80.0,30.0,2.0,6.0,270.0,6.0,W 
345,2018-01-12,24.6,30.0,26.2,87.0,1.0,0.5,6.0,270.0,2.0,W 
346,2018-01-13,24.2,30.0,27.3,82.0,6.0,0.1,8.0,270.0,4.0,W 
347,2018-01-14,24.8,30.0,26.3,86.0,14.0,1.2,6.0,315.0,3.0,NW
348,2018-01-15,23.4,30.0,26.3,88.0,47.0,3.9,5.0,315.0,3.0,NW
349,2018-01-16,22.0,30.6,27.5,79.0,0.0,2.9,12.0,270.0,5.0,W 
350,2018-01-17,24.8,30.6,27.6,77.0,0.0,0.5,7.0,315.0,4.0,NW
351,2018-01-18,25.0,30.0,27.2,85.0,5.0,5.7,6.0,270.0,4.0,W 
352,2018-01-19,25.4,30.4,26.9,86.0,0.0,1.8,21.0,270.0,3.0,W 
353,2018-01-20,24.6,29.4,26.7,88.0,4.0,2.2,5.0,270.0,2.0,W 
354,2018-01-21,24.2,30.0,26.6,86.0,5.0,0.4,4.0,315.0,1.0,NW
355,2018-01-22,24.2,30.0,26.8,87.0,16.0,2.6,7.0,270.0,4.0,W 
356,2018-01-23,24.6,30.6,27.2,84.0,12.0,3.7,9.0,270.0,4.0,W 
357,2018-01-24,25.4,31.4,27.9,70.0,1.0,6.2,8.0,270.0,4.0,W 
358,2018-01-25,24.8,29.6,27.0,86.0,2.0,0.0,5.0,315.0,3.0,NW
359,2018-01-26,26.0,31.4,28.3,80.0,1.0,5.1,5.0,315.0,3.0,NW
360,2018-01-27,24.8,30.4,27.4,83.0,22.0,3.3,9.0,315.0,7.0,NW
361,2018-01-28,24.2,30.2,27.7,79.0,26.0,3.7,9.0,315.0,0.0,NW
362,2018-01-29,23.6,30.8,27.4,80.0,5.0,4.3,6.0,270.0,3.0,W 
363,2018-01-30,22.8,30.6,27.4,85.0,4.0,6.6,7.0,270.0,4.0,W 
364,2018-01-31,24.0,30.8,20.6,84.0,21.0,5.2,8.0,315.0,5.0,NW
365,2018-02-01,22.2,30.6,27.6,84.0,8.0,3.2,8.0,315.0,4.0,NW
366,2018-02-02,23.0,31.0,27.8,83.0,46.0,3.3,6.0,270.0,3.0,NW
367,2018-02-03,24.8,27.4,26.1,88.0,4.0,0.0,5.0,270.0,5.0,NW
368,2018-02-04,23.8,29.0,26.8,85.0,17.0,2.1,6.0,270.0,3.0,SW
369,2018-02-05,25.2,28.8,24.7,92.0,8.0,0.4,7.0,270.0,3.0,SW
370,2018-02-06,22.8,28.2,25.4,90.0,63.0,0.9,7.0,270.0,4.0,W 
371,2018-02-07,24.2,29.2,26.3,86.0,3.0,2.9,8.0,270.0,4.0,W 
372,2018-02-08,24.8,28.6,26.6,87.0,1.0,1.8,7.0,315.0,3.0,NW
373,2018-02-09,24.0,30.2,26.1,89.0,25.0,5.2,5.0,315.0,3.0,NW
374,2018-02-10,22.8,30.0,26.9,86.0,62.0,6.7,5.0,315.0,3.0,NW
375,2018-02-11,24.8,29.2,27.2,84.0,0.0,6.5,5.0,270.0,3.0,W 
376,2018-02-12,23.4,29.6,26.3,86.0,20.0,5.5,6.0,270.0,5.0,W 
377,2018-02-13,25.6,29.4,26.9,87.0,0.0,1.6,7.0,270.0,4.0,W 
378,2018-02-14,24.2,30.0,26.4,88.0,9.0,2.4,8.0,270.0,3.0,W 
379,2018-02-15,23.4,30.2,24.8,92.0,3.0,3.4,9.0,270.0,3.0,NW
380,2018-02-16,23.2,30.2,26.4,86.0,79.0,2.7,6.0,315.0,4.0,NW
381,2018-02-17,23.6,30.4,26.9,88.0,31.0,7.0,5.0,315.0,4.0,NW
382,2018-02-18,23.6,30.8,26.8,86.0,47.0,4.8,4.0,270.0,1.0,NW
383,2018-02-19,25.0,30.4,27.6,86.0,0.0,6.4,4.0,315.0,4.0,NW
384,2018-02-20,24.8,30.8,27.8,82.0,23.5,5.1,5.0,315.0,2.0,NW
385,2018-02-21,22.8,30.4,26.9,85.0,47.0,7.9,5.0,315.0,3.0,NW
386,2018-02-22,24.8,31.0,27.4,84.0,1.0,7.6,5.0,315.0,2.0,NW
387,2018-02-23,25.0,30.8,27.5,84.0,11.0,5.0,5.0,315.0,3.0,NW
388,2018-02-24,25.4,29.4,26.9,87.0,31.5,2.3,4.0,315.0,2.0,NW
389,2018-02-25,23.0,30.6,26.5,85.0,52.0,4.9,4.0,360.0,2.0,SE
390,2018-02-26,24.4,30.6,26.8,82.0,26.0,3.6,4.0,235.0,3.0,N 
391,2018-02-27,24.4,31.6,28.1,75.0,0.0,7.8,4.0,360.0,3.0,N 
392,2018-02-28,24.0,30.8,27.9,81.0,1.0,7.3,4.0,270.0,0.0,W 
393,2018-03-01,25.4,29.6,27.3,87.0,2.0,0.5,4.0,315.0,2.0,NW
394,2018-03-02,24.8,31.4,27.4,78.0,0.0,6.2,7.0,315.0,3.0,N 
395,2018-03-03,22.6,31.4,27.9,84.0,45.0,2.9,5.0,315.0,3.0,NW
396,2018-03-04,25.2,31.6,28.4,80.0,22.5,7.6,4.0,315.0,3.0,NW
397,2018-03-05,26.6,29.6,27.2,87.0,0.0,0.0,3.0,315.0,2.0,NW
398,2018-03-06,23.4,30.6,27.4,84.0,31.0,7.8,4.0,360.0,3.0,N 
399,2018-03-07,25.4,30.8,27.8,83.0,0.0,4.5,4.0,315.0,3.0,NW
400,2018-03-08,25.0,29.6,27.4,83.0,0.0,0.0,4.0,315.0,2.0,NW
401,2018-03-09,25.0,31.0,27.7,82.0,0.0,6.3,6.0,360.0,2.0,N 
402,2018-03-10,22.6,30.2,26.9,90.0,58.0,4.9,7.0,315.0,3.0,NW
403,2018-03-11,20.8,29.6,26.7,86.0,4.0,1.7,5.0,315.0,3.0,NW
404,2018-03-12,24.2,30.2,27.1,88.0,26.0,4.7,5.0,315.0,2.0,NW
405,2018-03-13,25.6,29.0,27.0,87.0,13.0,0.0,3.0,360.0,4.0,N 
406,2018-03-14,25.0,30.4,28.1,76.0,0.0,7.9,4.0,315.0,2.0,NW
407,2018-03-15,24.8,30.8,28.0,79.0,0.0,6.3,4.0,360.0,3.0,N 
408,2018-03-16,25.2,31.4,28.1,80.0,1.0,6.6,5.0,315.0,3.0,NW
409,2018-03-17,25.6,29.6,26.7,88.0,1.0,1.5,6.0,315.0,2.0,NW
410,2018-03-18,24.4,31.2,27.4,83.0,8.0,7.0,4.0,315.0,2.0,NW
411,2018-03-19,25.8,31.6,28.5,80.0,0.0,4.1,4.0,315.0,4.0,NW
412,2018-03-20,25.2,31.0,28.1,81.0,0.0,6.1,5.0,315.0,2.0,NW
413,2018-03-21,25.2,31.0,27.8,80.0,0.0,6.4,7.0,315.0,3.0,NW
414,2018-03-22,25.0,30.2,27.2,82.0,10.0,3.1,4.0,315.0,4.0,NW
415,2018-03-23,25.0,31.4,27.6,80.0,8.0,5.9,4.0,315.0,2.0,NW
416,2018-03-24,25.4,31.0,27.6,85.0,6.0,3.3,5.0,360.0,2.0,N 
417,2018-03-25,25.0,31.2,27.0,87.0,4.0,3.0,5.0,360.0,2.0,N 
418,2018-03-26,24.2,30.8,27.4,84.0,29.0,6.8,7.0,315.0,3.0,NW
419,2018-03-27,25.4,29.4,26.2,88.0,0.0,1.3,4.0,315.0,2.0,NW
420,2018-03-28,24.2,31.4,27.8,80.0,1.0,5.8,5.0,360.0,0.0,N 
421,2018-03-29,24.2,31.2,27.6,80.0,0.0,8.0,5.0,360.0,2.0,N 
422,2018-03-30,25.2,31.0,27.8,87.0,5.0,6.8,5.0,360.0,3.0,N 
423,2018-03-31,23.8,31.2,27.7,82.0,10.0,5.8,4.0,315.0,2.0,NW
424,2018-04-01,24.2,31.2,27.3,84.0,0.0,6.8,6.0,360.0,2.0,N 
425,2018-04-02,25.2,30.8,27.6,85.0,41.0,5.8,9.0,315.0,3.0,NW
426,2018-04-03,24.0,32.0,27.7,83.0,20.0,7.1,4.0,315.0,3.0,NW
427,2018-04-04,25.2,32.2,28.7,79.0,0.0,8.0,4.0,360.0,2.0,N 
428,2018-04-05,25.6,34.6,29.0,79.0,4.0,7.9,6.0,135.0,3.0,NW
429,2018-04-06,22.6,33.8,29.9,78.0,44.0,8.0,6.0,90.0,3.0,SE
430,2018-04-07,25.2,32.4,28.9,78.0,1.0,4.2,4.0,90.0,3.0,SE
431,2018-04-08,25.6,31.8,28.6,78.0,2.0,5.9,7.0,360.0,3.0,NW
432,2018-04-09,25.0,33.2,28.4,78.0,0.0,7.0,5.0,90.0,3.0,NE
433,2018-04-10,25.4,34.2,29.6,70.0,0.0,8.0,6.0,235.0,3.0,E 
434,2018-04-11,26.4,34.4,29.9,75.0,0.0,7.8,7.0,135.0,4.0,SE
435,2018-04-12,27.6,33.6,30.0,75.0,0.0,6.8,6.0,360.0,3.0,N 
436,2018-04-13,27.4,33.0,29.4,80.0,0.0,7.0,5.0,360.0,3.0,N 
437,2018-04-14,22.8,34.4,30.3,72.0,1.0,6.3,4.0,90.0,1.0,E 
438,2018-04-15,26.4,34.0,28.8,78.0,0.0,5.0,5.0,90.0,0.0,E 
439,2018-04-16,24.8,32.6,28.8,82.0,2.0,7.6,3.0,360.0,0.0,N 
440,2018-04-17,26.6,32.2,29.0,80.0,0.0,7.1,7.0,360.0,0.0,N 
441,2018-04-18,26.2,32.2,28.4,82.0,0.0,4.1,6.0,360.0,1.0,N 
442,2018-04-19,26.0,32.5,29.0,79.0,4.0,7.3,4.0,360.0,2.0,N 
443,2018-04-20,25.4,31.8,29.0,84.0,64.0,5.0,5.0,315.0,2.0,W 
444,2018-04-21,25.8,32.8,27.5,84.0,1.0,5.1,9.0,180.0,3.0,S 
445,2018-04-22,23.8,32.8,28.1,80.0,6.0,4.0,9.0,135.0,3.0,E 
446,2018-04-23,25.4,32.6,28.5,80.0,3.0,3.2,4.0,90.0,3.0,N 
447,2018-04-24,25.0,33.2,30.0,74.0,5.0,6.9,4.0,360.0,2.0,N 
448,2018-04-25,25.0,33.2,28.4,74.0,11.0,7.0,8.0,360.0,4.0,SE
449,2018-04-26,25.0,32.0,28.1,76.0,0.0,6.6,7.0,135.0,3.0,SE
450,2018-04-27,26.4,34.0,29.8,76.0,0.0,7.5,4.0,135.0,3.0,N 
451,2018-04-28,27.0,33.2,29.2,77.0,2.5,6.8,6.0,360.0,0.0,E 
452,2018-04-29,24.0,33.8,28.9,68.0,5.0,8.0,5.0,270.0,3.0,E 
453,2018-04-30,24.2,34.4,29.5,65.0,0.0,8.0,5.0,90.0,2.0,E 
454,2018-05-01,24.8,34.0,30.1,65.0,0.0,7.4,4.0,90.0,2.0,NE
455,2018-05-02,24.2,32.4,28.0,74.0,0.0,7.7,3.0,315.0,2.0,NW
456,2018-05-03,24.4,33.0,28.1,80.0,0.0,8.0,5.0,360.0,2.0,NW
457,2018-05-04,25.2,34.0,28.6,77.0,0.0,8.0,6.0,90.0,3.0,E 
458,2018-05-05,25.0,34.0,29.3,68.0,0.0,8.0,5.0,135.0,4.0,SE
459,2018-05-06,27.6,34.4,30.4,66.0,0.0,7.4,7.0,135.0,5.0,SE
460,2018-05-07,26.6,34.6,30.0,71.0,0.0,8.0,5.0,90.0,3.0,N 
461,2018-05-08,26.0,34.4,29.1,76.0,0.0,6.1,5.0,135.0,2.0,NE
462,2018-05-09,25.4,33.6,30.0,68.0,0.0,7.7,4.0,90.0,3.0,SE
463,2018-05-10,25.0,34.0,29.8,67.0,0.0,7.8,5.0,90.0,6.0,SE
464,2018-05-11,26.4,34.4,29.6,71.0,0.0,8.0,5.0,45.0,3.0,W 
465,2018-05-12,25.4,33.6,28.9,78.0,0.0,7.8,7.0,315.0,3.0,SE
466,2018-05-13,25.4,34.6,30.1,80.0,0.0,7.5,4.0,45.0,3.0,NE
467,2018-05-14,25.2,35.0,29.2,79.0,0.0,8.0,4.0,180.0,3.0,N 
468,2018-05-15,27.8,33.0,30.4,74.0,0.0,3.6,7.0,135.0,4.0,E 
469,2018-05-16,27.8,33.0,30.4,70.0,0.0,1.1,7.0,135.0,6.0,SE
470,2018-05-17,26.8,33.4,28.3,83.0,0.0,4.2,5.0,360.0,2.0,N 
471,2018-05-18,26.4,33.0,28.4,80.0,2.0,6.7,4.0,90.0,3.0,E 
472,2018-05-19,25.2,32.8,27.9,82.0,0.0,4.5,6.0,90.0,3.0,E 
473,2018-05-20,25.2,32.8,28.2,84.0,0.0,3.8,6.0,315.0,2.0,NW
474,2018-05-21,23.6,33.8,29.9,77.0,0.0,5.9,9.0,135.0,4.0,SE
475,2018-05-22,26.4,33.6,29.6,74.0,0.0,7.2,9.0,135.0,5.0,SE
476,2018-05-23,26.2,3.6,29.2,76.0,3.0,5.9,9.0,135.0,4.0,SE
477,2018-05-24,25.6,31.6,28.2,86.0,2.0,4.2,5.0,360.0,3.0,N 
478,2018-05-25,26.0,34.4,29.0,84.0,0.0,7.2,6.0,90.0,3.0,E 
479,2018-05-26,26.2,34.2,30.0,73.0,0.0,6.2,6.0,90.0,2.0,E 
480,2018-05-27,26.0,34.4,29.9,69.0,0.0,7.0,3.0,90.0,4.0,E 
481,2018-05-28,26.0,34.6,29.9,68.0,0.0,7.6,5.0,315.0,0.0,SE
482,2018-05-29,25.4,34.4,29.3,74.0,0.0,7.7,6.0,315.0,3.0,SE
483,2018-05-30,24.6,32.6,28.0,78.0,11.0,7.9,5.0,90.0,2.0,E 
484,2018-05-31,25.4,32.2,28.4,78.0,0.0,7.7,4.0,360.0,2.0,N 
485,2018-06-01,23.8,31.6,27.4,74.0,0.0,7.3,4.0,315.0,3.0,NW
486,2018-06-02,23.8,32.6,27.9,72.0,0.0,8.0,4.0,135.0,2.0,E 
487,2018-06-03,23.0,33.6,28.3,75.0,0.0,7.4,4.0,135.0,2.0,SE
488,2018-06-04,26.0,32.6,28.8,79.0,0.0,6.9,5.0,360.0,3.0,NW
489,2018-06-05,27.0,33.6,29.3,75.0,0.0,6.9,6.0,135.0,3.0,N 
490,2018-06-06,25.6,33.2,29.0,77.0,0.0,7.8,4.0,315.0,2.0,NW
491,2018-06-07,24.6,33.2,28.5,84.0,0.0,7.9,3.0,315.0,3.0,NW
492,2018-06-08,25.8,33.4,29.4,74.0,4.0,8.0,5.0,90.0,3.0,E 
493,2018-06-09,24.4,34.4,29.1,70.0,1.0,8.0,5.0,90.0,1.0,NW
494,2018-06-10,25.2,33.6,29.3,71.0,0.0,6.9,4.0,90.0,0.0,SE
495,2018-06-11,25.0,34.8,30.0,68.0,0.0,7.1,6.0,90.0,2.0,SE
496,2018-06-12,25.4,34.0,28.5,83.0,0.0,7.5,4.0,315.0,1.0,NW
497,2018-06-13,24.8,34.0,29.0,74.0,10.0,6.8,5.0,360.0,1.0,N 
498,2018-06-14,22.8,34.2,29.6,73.0,0.0,8.0,5.0,90.0,2.0,E 
499,2018-06-15,24.8,34.2,28.6,79.0,0.0,7.4,4.0,90.0,2.0,SE
500,2018-06-16,24.0,33.2,28.1,77.0,0.0,8.0,6.0,90.0,2.0,SE
501,2018-06-17,26.2,33.2,29.4,64.0,0.0,8.0,8.0,90.0,2.0,NE
502,2018-06-18,25.4,33.0,29.3,64.0,0.0,8.0,4.0,135.0,2.0,SE
503,2018-06-19,23.2,34.4,29.5,68.0,0.0,5.6,5.0,90.0,3.0,SE
504,2018-06-20,22.4,33.0,29.3,71.0,3.0,5.5,5.0,90.0,3.0,SE
505,2018-06-21,26.2,34.8,29.2,76.0,0.0,5.3,5.0,135.0,6.0,SE
506,2018-06-22,25.6,34.2,28.3,78.0,3.0,4.4,5.0,315.0,5.0,NW
507,2018-06-23,26.2,34.2,28.8,78.0,0.0,7.5,4.0,135.0,3.0,NW
508,2018-06-24,24.8,33.8,28.6,77.0,5.0,7.7,6.0,135.0,2.0,SE
509,2018-06-25,24.4,31.0,26.5,86.0,13.0,0.4,3.0,315.0,3.0,NW
510,2018-06-26,23.4,31.6,26.2,85.0,6.0,0.8,3.0,315.0,3.0,NW
511,2018-06-27,24.0,33.4,28.4,75.0,0.0,7.9,4.0,315.0,3.0,NW
512,2018-06-28,23.8,32.8,27.6,75.0,0.0,6.2,5.0,315.0,0.0,NW
513,2018-06-29,23.2,33.6,28.0,74.0,0.0,8.0,2.0,135.0,3.0,SE
514,2018-06-30,23.8,33.0,27.8,74.0,0.0,7.7,4.0,315.0,1.0,NW
515,2018-07-01,24.0,33.2,27.7,74.0,0.0,7.9,5.0,315.0,3.0,NW
516,2018-07-02,25.2,32.6,28.1,77.0,0.0,7.0,4.0,90.0,3.0,N 
517,2018-07-03,23.6,31.0,27.1,78.0,0.0,7.4,5.0,315.0,2.0,NW
518,2018-07-04,23.8,31.4,27.6,74.0,0.0,5.6,4.0,360.0,2.0,NW
519,2018-07-05,22.4,33.6,27.6,66.0,0.0,8.0,5.0,180.0,4.0,SE
520,2018-07-06,19.6,33.6,26.0,64.0,0.0,8.0,6.0,90.0,3.0,E 
521,2018-07-07,22.4,34.2,27.2,70.0,0.0,8.0,4.0,135.0,3.0,E 
522,2018-07-08,23.0,33.8,28.0,72.0,0.0,8.0,5.0,90.0,3.0,E 
523,2018-07-09,23.8,33.6,27.9,78.0,0.0,8.0,3.0,135.0,3.0,E 
524,2018-07-10,24.6,33.6,27.9,72.0,0.0,6.7,4.0,90.0,3.0,SW
525,2018-07-11,23.8,32.0,27.4,71.0,0.0,6.5,4.0,315.0,2.0,NW
526,2018-07-12,22.2,32.6,27.2,68.0,0.0,8.0,4.0,315.0,3.0,NW
527,2018-07-13,20.0,32.6,27.2,72.0,0.0,7.0,5.0,90.0,3.0,NE
528,2018-07-14,23.2,32.6,27.2,74.0,0.0,6.7,4.0,315.0,2.0,NW
529,2018-07-15,23.4,33.4,27.5,70.0,0.0,8.0,5.0,315.0,2.0,NW
530,2018-07-16,22.0,34.2,27.0,71.0,0.0,7.0,4.0,45.0,3.0,SE
531,2018-07-17,22.4,32.8,27.1,70.0,0.0,7.2,5.0,135.0,3.0,N 
532,2018-07-18,24.4,33.8,27.8,73.0,0.0,7.2,6.0,135.0,3.0,NE
533,2018-07-19,24.4,33.8,27.8,69.0,0.0,7.2,5.0,135.0,3.0,SE
534,2018-07-20,24.0,32.8,28.8,65.0,0.0,8.0,5.0,90.0,4.0,SE
535,2018-07-21,23.8,34.0,28.1,71.0,0.0,7.6,4.0,90.0,2.0,SE
536,2018-07-22,25.6,33.2,28.3,76.0,0.0,8.0,5.0,315.0,2.0,NW
537,2018-07-23,23.6,33.6,28.0,76.0,0.0,8.0,5.0,360.0,3.0,NW
538,2018-07-24,22.4,34.0,28.6,74.0,0.0,8.0,7.0,90.0,4.0,E 
539,2018-07-25,24.8,34.8,28.3,67.0,0.0,8.0,8.0,315.0,3.0,NW
540,2018-07-26,23.0,33.8,27.3,72.0,0.0,8.0,5.0,315.0,3.0,NW
541,2018-07-27,21.0,34.2,25.9,64.0,0.0,8.0,6.0,90.0,3.0,NW
542,2018-07-28,21.6,34.0,27.4,69.0,0.0,8.0,4.0,90.0,0.0,SE
543,2018-07-29,23.0,32.4,27.3,74.0,0.0,7.1,4.0,270.0,2.0,NW
544,2018-07-30,23.0,33.2,27.2,74.0,0.0,8.0,6.0,360.0,3.0,N 
545,2018-07-31,24.6,33.8,27.9,76.0,0.0,7.8,6.0,315.0,3.0,E 
546,2018-08-01,24.6,32.6,28.0,75.0,0.0,7.0,5.0,315.0,3.0,NW
547,2018-08-02,22.6,34.6,27.8,71.0,0.0,7.4,7.0,135.0,3.0,S 
548,2018-08-03,20.2,32.2,26.2,66.0,0.0,7.8,6.0,135.0,3.0,SE
549,2018-08-04,20.2,31.8,25.1,69.0,0.0,8.0,4.0,315.0,2.0,NW
550,2018-08-05,22.0,33.2,27.1,66.0,0.0,8.0,4.0,360.0,2.0,NW
551,2018-08-06,21.4,32.2,25.9,65.0,0.0,8.0,6.0,360.0,3.0,W 
552,2018-08-07,21.2,33.2,26.5,67.0,0.0,7.0,5.0,90.0,3.0,E 
553,2018-08-08,22.2,33.4,26.8,71.0,0.0,6.8,4.0,270.0,4.0,NE
554,2018-08-09,18.2,34.4,29.3,66.0,0.0,6.5,6.0,135.0,3.0,N 
555,2018-08-10,22.8,34.0,26.3,84.0,0.0,7.7,4.0,315.0,3.0,NE
556,2018-08-11,23.33333333333333,33.93333333333333,26.53333333333333,85.0,0.0,7.533333333333333,4.0,255.0,3.0,
557,2018-08-12,23.86666666666667,33.86666666666667,26.76666666666667,86.0,0.0,7.366666666666667,4.0,195.0,3.0,
558,2018-08-13,24.4,33.8,27.0,87.0,0.0,7.2,4.0,135.0,3.0,SE
559,2018-08-14,24.2,35.0,28.4,66.0,0.0,7.8,4.0,360.0,3.0,NE
560,2018-08-15,23.4,34.6,28.0,71.0,0.0,7.6,6.0,270.0,3.0,SE
561,2018-08-16,21.8,34.6,27.2,64.0,0.0,7.7,6.0,315.0,3.0,SE
562,2018-08-17,20.6,33.6,26.9,70.0,0.0,8.0,6.0,315.0,3.0,NW
563,2018-08-18,19.0,34.2,26.2,64.0,0.0,8.0,8.0,135.0,3.0,SE
564,2018-08-19,22.0,34.6,27.7,65.0,0.0,7.9,4.0,45.0,4.0,NE
565,2018-08-20,25.0,34.0,28.8,63.0,0.0,8.0,5.0,90.0,2.0,NE
566,2018-08-21,24.6,34.0,28.6,67.0,0.0,7.1,4.0,315.0,3.0,W 
567,2018-08-22,22.8,34.2,28.6,68.0,0.0,6.6,6.0,315.0,4.0,NW
568,2018-08-23,23.0,33.4,27.9,76.0,0.0,7.8,5.0,360.0,2.0,NW
569,2018-08-24,23.0,34.0,28.0,63.0,0.0,8.0,8.0,315.0,3.0,NW
570,2018-08-25,23.4,33.6,27.6,66.0,0.0,8.0,6.0,315.0,3.0,NW
571,2018-08-26,22.6,34.4,27.5,66.0,0.0,8.0,21.0,90.0,3.0,E 
572,2018-08-27,23.4,33.6,27.8,68.0,0.0,8.0,5.0,90.0,3.0,E 
573,2018-08-28,25.4,34.6,29.2,69.0,0.0,6.9,5.0,90.0,3.0,E 
574,2018-08-29,25.0,32.8,28.5,66.0,0.0,4.2,5.0,360.0,3.0,N 
575,2018-08-30,23.8,34.8,28.6,70.0,0.0,8.0,5.0,45.0,3.0,NE
