,Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
576,2018-08-31,25.0,34.6,28.4,71.0,0.0,8.0,5.0,90.0,3.0,E 
577,2018-09-01,25.6,33.4,27.2,76.0,0.0,6.6,6.0,315.0,0.0,N 
578,2018-09-02,22.4,33.6,27.5,78.0,16.0,5.1,4.0,315.0,0.0,NW
579,2018-09-03,23.6,33.0,28.2,74.0,8.0,8.0,5.0,315.0,0.0,N 
580,2018-09-04,21.2,35.2,27.9,65.0,0.0,8.0,6.0,45.0,0.0,SE
581,2018-09-05,24.0,34.4,28.7,66.0,0.0,5.8,5.0,360.0,0.0,SE
582,2018-09-06,25.0,34.2,28.9,68.0,3.0,6.6,4.0,360.0,0.0,NW
583,2018-09-07,25.0,34.8,30.5,56.0,1.5,5.1,6.0,90.0,0.0,NE
584,2018-09-08,22.0,36.0,28.2,70.0,0.0,7.8,8.0,90.0,0.0,SE
585,2018-09-09,23.8,35.6,28.7,67.0,0.0,8.0,7.0,45.0,0.0,NE
586,2018-09-10,22.8,36.4,29.8,58.0,0.0,8.0,10.0,135.0,0.0,SE
587,2018-09-11,23.6,35.4,29.0,63.0,0.0,8.0,6.0,270.0,0.0,E 
588,2018-09-12,24.2,33.8,28.4,68.0,0.0,6.6,5.0,315.0,0.0,NW
589,2018-09-13,22.8,35.4,28.7,60.0,0.0,8.0,8.0,135.0,0.0,SE
590,2018-09-14,23.4,34.6,29.2,60.0,0.0,4.4,6.0,90.0,0.0,E 
591,2018-09-15,23.0,34.8,30.0,54.0,0.0,8.0,6.0,90.0,0.0,E 
592,2018-09-16,21.0,35.8,27.2,68.0,0.0,8.0,10.0,90.0,0.0,E 
593,2018-09-17,24.0,35.6,28.2,66.0,0.0,7.8,6.0,90.0,0.0,E 
594,2018-09-18,24.6,35.8,29.3,62.0,0.0,6.8,6.0,90.0,0.0,N 
595,2018-09-19,25.0,31.8,27.6,74.0,0.0,2.0,4.0,360.0,0.0,N 
596,2018-09-20,26.2,33.0,27.9,70.0,0.0,1.2,4.0,270.0,0.0,W 
597,2018-09-21,24.8,35.6,28.4,70.0,1.0,5.5,5.0,135.0,0.0,SE
598,2018-09-22,25.0,32.4,27.5,68.0,0.0,8.0,4.0,315.0,0.0,NW
599,2018-09-23,24.4,36.0,28.2,72.0,0.0,8.0,7.0,90.0,0.0,E 
600,2018-09-24,23.8,35.6,28.7,67.0,0.0,8.0,8.0,360.0,0.0,N 
601,2018-09-25,24.8,33.8,28.5,71.0,0.0,8.0,6.0,315.0,0.0,NW
602,2018-09-26,25.6,35.0,29.2,71.0,0.0,8.0,5.0,315.0,0.0,NW
603,2018-09-27,25.2,35.8,29.0,74.0,0.0,8.0,4.0,270.0,0.0,E 
604,2018-09-28,22.6,35.4,28.0,62.0,0.0,8.0,5.0,90.0,0.0,E 
605,2018-09-29,24.8,35.6,29.5,62.0,0.0,8.0,6.0,135.0,0.0,NW
606,2018-09-30,24.4,35.0,29.2,68.0,0.0,8.0,5.0,315.0,0.0,NW
607,2018-10-01,25.4,34.4,27.0,77.0,5.0,8.0,6.0,360.0,3.0,NW
608,2018-10-02,26.2,35.0,29.2,72.0,0.0,8.0,8.0,360.0,3.0,NW
609,2018-10-03,25.8,33.8,28.6,80.0,15.0,7.8,6.0,315.0,3.0,NW
610,2018-10-04,25.2,34.4,29.5,70.0,16.0,8.0,6.0,315.0,4.0,N 
611,2018-10-05,26.2,35.8,30.0,64.0,0.0,7.9,8.0,90.0,3.0,E 
612,2018-10-06,24.0,35.0,28.9,70.0,0.0,5.5,6.0,90.0,3.0,N 
613,2018-10-07,23.0,36.4,29.6,59.0,0.0,8.0,6.0,90.0,3.0,NE
614,2018-10-08,22.6,36.6,29.8,69.0,0.0,8.0,5.0,90.0,4.0,SE
615,2018-10-09,22.6,33.0,28.6,75.0,0.0,6.1,4.0,360.0,3.0,NW
616,2018-10-10,24.4,33.4,28.3,75.0,0.0,8.0,6.0,270.0,3.0,NW
617,2018-10-11,24.4,33.4,28.3,74.0,0.0,8.0,9.0,315.0,3.0,NW
618,2018-10-12,20.8,3.6,28.9,70.0,0.0,7.4,6.0,360.0,3.0,N 
619,2018-10-13,24.4,33.6,29.0,70.0,0.0,7.5,6.0,315.0,3.0,NW
620,2018-10-14,25.2,33.8,29.2,71.0,0.0,7.4,4.0,315.0,3.0,NW
621,2018-10-15,26.0,33.8,29.7,73.0,15.5,8.0,4.0,360.0,3.0,NW
622,2018-10-16,25.2,33.0,29.3,73.0,31.0,7.2,4.0,360.0,4.0,NW
623,2018-10-17,25.0,33.6,29.7,73.0,0.0,7.5,4.0,315.0,3.0,NW
624,2018-10-18,26.0,34.0,29.7,67.0,0.0,6.8,6.0,315.0,3.0,NW
625,2018-10-19,25.4,34.2,29.1,66.0,0.0,7.7,6.0,315.0,3.0,NW
626,2018-10-20,26.0,33.8,29.5,68.0,0.0,6.8,6.0,315.0,3.0,NW
627,2018-10-21,25.6,34.4,29.5,76.0,0.0,8.0,10.0,360.0,3.0,N 
628,2018-10-22,24.0,35.2,29.7,72.0,0.0,8.0,5.0,270.0,3.0,E 
629,2018-10-23,26.0,33.8,30.0,70.0,0.0,8.0,4.0,315.0,3.0,NW
630,2018-10-24,25.0,34.0,29.9,70.0,27.0,8.0,4.0,360.0,2.0,NW
631,2018-10-25,24.0,33.8,29.5,76.0,16.0,8.0,6.0,360.0,3.0,NW
632,2018-10-26,25.4,33.6,28.8,75.0,0.0,8.0,5.0,315.0,3.0,NW
633,2018-10-27,25.0,36.0,29.2,75.0,4.0,8.0,5.0,315.0,3.0,NE
634,2018-10-28,26.4,33.4,29.9,73.0,0.0,8.0,5.0,315.0,2.0,N 
635,2018-10-29,26.8,32.2,29.8,72.0,0.0,6.4,5.0,360.0,3.0,N 
636,2018-10-30,25.2,33.5,29.2,73.0,21.0,7.5,5.0,270.0,2.0,N 
637,2018-10-31,26.2,33.0,29.7,65.0,0.0,6.6,4.0,360.0,2.0,N 
638,2018-11-01,26.0,34.0,29.8,68.0,1.0,7.4,4.0,360.0,4.0,NW
639,2018-11-02,25.4,35.4,30.2,68.0,2.0,4.7,6.0,315.0,3.0,NE
640,2018-11-03,25.0,25.6,30.0,75.0,0.0,5.3,5.0,360.0,3.0,SW
641,2018-11-04,26.0,32.6,28.7,79.0,2.0,2.5,5.0,315.0,3.0,N 
642,2018-11-05,24.8,33.6,29.1,81.0,5.0,6.6,4.0,315.0,3.0,NW
643,2018-11-06,25.4,32.6,27.7,86.0,6.0,4.3,4.0,315.0,2.0,NW
644,2018-11-07,26.0,32.0,29.4,79.0,1.0,3.9,4.0,315.0,3.0,NW
645,2018-11-08,24.8,29.8,27.4,87.0,31.0,0.6,3.0,315.0,2.0,NW
646,2018-11-09,25.0,32.0,28.1,82.0,9.0,3.7,3.0,360.0,3.0,NW
647,2018-11-10,24.6,32.0,28.2,80.0,10.0,6.4,5.0,360.0,3.0,NW
648,2018-11-11,25.4,32.4,27.7,85.0,5.0,8.0,5.0,360.0,3.0,NW
649,2018-11-12,25.2,32.6,28.6,80.0,4.5,5.7,5.0,360.0,3.0,N 
650,2018-11-13,25.8,32.6,29.1,80.0,4.0,7.5,4.0,315.0,3.0,N 
651,2018-11-14,26.0,32.8,28.6,80.0,0.0,5.2,5.0,360.0,3.0,W 
652,2018-11-15,25.0,33.4,29.1,78.0,4.0,7.1,5.0,360.0,3.0,N 
653,2018-11-16,25.8,32.8,28.4,81.0,0.0,7.9,3.0,270.0,0.0,N 
654,2018-11-17,25.0,33.2,28.5,78.0,24.0,7.9,5.0,360.0,5.0,N 
655,2018-11-18,24.8,31.8,28.3,82.0,0.0,4.4,3.0,360.0,2.0,NW
656,2018-11-19,26.2,32.8,28.9,80.0,0.0,7.7,5.0,360.0,3.0,NW
657,2018-11-20,26.2,32.2,28.7,81.0,0.0,6.7,5.0,315.0,3.0,N 
658,2018-11-21,26.0,32.8,29.7,74.0,0.0,5.5,5.0,315.0,3.0,N 
659,2018-11-22,24.8,34.4,29.5,77.0,0.0,7.1,3.0,270.0,2.0,NW
660,2018-11-23,25.2,33.6,29.2,73.0,0.0,6.8,5.0,270.0,3.0,NW
661,2018-11-24,24.4,32.8,29.2,74.0,0.0,6.0,6.0,360.0,2.0,N 
662,2018-11-25,24.0,32.6,29.3,78.0,23.0,5.6,3.0,315.0,3.0,N 
663,2018-11-26,24.0,32.0,27.8,80.0,0.0,2.6,4.0,90.0,4.0,N 
664,2018-11-27,24.4,32.6,27.5,83.0,1.0,7.2,6.0,360.0,3.0,NW
665,2018-11-28,25.0,31.6,27.2,88.0,29.0,1.2,5.0,315.0,0.0,NW
666,2018-11-29,24.8,32.6,29.2,79.0,0.0,6.1,3.0,315.0,2.0,N 
667,2018-11-30,21.0,31.4,27.4,88.0,105.0,4.1,4.0,360.0,3.0,W 
668,2018-12-01,25.0,32.6,28.1,81.0,5.0,4.4,9.0,260.0,3.0,W 
669,2018-12-02,24.6,33.0,28.5,78.0,0.0,5.5,3.0,100.0,0.0,N 
670,2018-12-03,24.0,31.0,26.7,87.0,43.5,8.9,6.0,150.0,2.0,N 
671,2018-12-04,23.8,33.6,28.4,82.0,95.0,1.0,5.0,50.0,3.0,N 
672,2018-12-05,25.2,31.4,27.5,87.0,9.2,6.9,5.0,350.0,1.0,N 
673,2018-12-06,25.2,33.6,29.1,81.0,2.5,5.3,6.0,350.0,2.0,N 
674,2018-12-07,25.6,32.8,29.9,78.0,0.0,8.0,21.0,350.0,4.0,N 
675,2018-12-08,23.8,32.0,28.2,87.0,4.8,9.6,5.0,360.0,2.0,N 
676,2018-12-09,25.6,31.8,28.8,85.0,0.9,2.5,7.0,70.0,2.0,N 
677,2018-12-10,23.6,32.8,28.5,84.0,24.8,6.5,5.0,350.0,3.0,N 
678,2018-12-11,25.8,32.0,29.1,79.0,0.0,7.5,4.0,30.0,1.0,N 
679,2018-12-12,25.6,31.6,29.2,82.0,0.0,6.4,4.0,330.0,1.0,N 
680,2018-12-13,25.0,30.8,27.9,85.0,13.1,3.3,3.0,330.0,1.0,N 
681,2018-12-14,25.4,31.8,27.1,90.0,12.0,0.1,5.0,250.0,1.0,N 
682,2018-12-15,24.6,31.6,27.4,85.0,2.5,2.9,5.0,290.0,1.0,N 
683,2018-12-16,23.8,30.4,27.7,86.0,1.3,5.5,3.0,350.0,2.0,N 
684,2018-12-17,25.2,32.0,28.8,80.0,0.0,1.0,5.0,340.0,2.0,N 
685,2018-12-18,25.2,31.8,29.1,78.0,0.0,8.2,4.0,340.0,1.0,N 
686,2018-12-19,25.26666666666667,31.56666666666667,28.73333333333333,80.0,0.6666666666666666,7.199999999999999,4.0,343.3333333333333,1.0,
687,2018-12-20,25.33333333333333,31.33333333333333,28.36666666666667,82.0,1.333333333333333,6.199999999999999,4.0,346.6666666666667,1.0,
688,2018-12-21,25.4,31.1,28.0,84.0,2.0,5.199999999999999,4.0,350.0,1.0,
689,2018-12-22,25.46666666666667,30.86666666666667,27.63333333333333,86.0,2.666666666666667,4.199999999999999,4.0,353.3333333333333,1.0,
690,2018-12-23,25.53333333333333,30.63333333333333,27.26666666666667,88.0,3.333333333333333,3.2,4.0,356.6666666666667,1.0,
691,2018-12-24,25.6,30.4,26.9,90.0,4.0,2.2,4.0,360.0,1.0,C 
692,2018-12-25,25.0,30.2,26.7,89.0,11.8,1.8,4.5,285.0,1.0,
693,2018-12-26,24.4,30.0,26.5,88.0,19.6,1.4,5.0,210.0,1.0,C 
694,2018-12-27,24.3,30.6,27.05,86.5,9.8,2.2,4.5,280.0,1.0,
695,2018-12-28,24.2,31.2,27.6,85.0,0.0,3.0,4.0,350.0,1.0,C 
696,2018-12-29,24.8,31.6,28.3,81.0,0.0,5.7,6.0,340.0,2.0,C 
697,2018-12-30,26.0,33.6,29.0,76.0,0.0,6.1,4.0,350.0,2.0,N 
698,2018-12-31,24.6,32.0,28.3,80.0,0.0,3.9,7.0,330.0,3.0,N 
699,2019-01-01,24.8,31.0,27.8,82.0,3.2,5.4,8.0,350.0,3.0,N 
700,2019-01-02,25.6,31.0,27.5,84.0,0.0,2.5,5.0,270.0,2.0,W 
701,2019-01-03,25.0,29.8,27.5,85.0,1.6,2.6,4.0,10.0,1.0,C 
702,2019-01-04,25.1,30.4,28.0,83.0,0.8,1.3,4.5,175.0,1.5,
703,2019-01-05,25.2,31.0,28.5,81.0,0.0,0.0,5.0,340.0,2.0,C 
704,2019-01-06,25.2,32.4,29.0,79.0,0.0,9.0,6.0,320.0,2.0,C 
705,2019-01-07,26.8,32.6,29.4,79.0,0.0,11.0,5.0,360.0,2.0,N 
706,2019-01-08,25.4,31.8,28.1,85.0,0.0,6.8,5.0,360.0,1.0,C 
707,2019-01-09,25.0,31.6,29.0,84.0,27.6,5.8,6.0,360.0,2.0,C 
708,2019-01-10,25.6,32.2,28.7,81.0,0.0,7.9,3.0,300.0,1.0,C 
709,2019-01-11,25.8,31.6,29.2,82.0,1.0,8.4,5.0,340.0,1.0,C 
710,2019-01-12,25.4,31.8,28.6,82.0,6.7,9.6,4.0,360.0,2.0,N 
711,2019-01-13,25.0,31.6,27.7,86.0,1.8,8.5,5.0,290.0,1.0,C 
712,2019-01-14,24.4,31.0,27.5,84.0,1.0,5.8,6.0,270.0,2.0,W 
713,2019-01-15,25.4,32.0,28.2,82.0,0.0,4.7,8.0,270.0,2.0,C 
714,2019-01-16,25.8,29.8,27.3,88.0,1.2,5.7,5.0,270.0,2.0,C 
715,2019-01-17,26.0,31.6,27.9,84.0,0.6,0.0,8.0,270.0,4.0,W 
716,2019-01-18,24.2,31.2,27.0,88.0,22.9,6.0,4.0,350.0,1.0,C 
717,2019-01-19,24.8,30.2,27.4,86.0,8.6,5.6,4.0,340.0,1.0,C 
718,2019-01-20,25.6,30.0,27.8,83.0,5.2,4.0,2.0,350.0,0.0,C 
719,2019-01-21,25.2,29.9,27.0,86.5,13.0,4.4,6.5,300.0,2.0,
720,2019-01-22,24.8,29.8,26.2,90.0,20.8,4.8,11.0,250.0,4.0,W 
721,2019-01-23,23.8,30.4,26.3,87.0,40.8,0.0,9.0,280.0,3.0,W 
722,2019-01-24,24.4,31.2,27.8,83.0,5.0,1.4,8.0,310.0,4.0,W 
723,2019-01-25,25.0,29.0,26.5,90.0,4.1,5.0,9.0,280.0,2.0,W 
724,2019-01-26,25.0,31.0,27.5,84.0,13.0,0.0,21.0,250.0,5.0,W 
725,2019-01-27,24.0,27.4,25.8,93.0,33.9,6.2,9.0,260.0,2.0,C 
726,2019-01-28,24.6,27.8,26.6,86.0,10.9,0.0,5.0,300.0,2.0,C 
727,2019-01-29,24.0,29.6,26.7,90.0,1.0,0.0,5.0,270.0,2.0,C 
728,2019-01-30,23.4,31.2,26.6,85.0,3.5,0.7,7.0,330.0,3.0,W 
729,2019-01-31,24.0,30.4,26.9,90.0,0.0,10.2,4.0,340.0,1.0,C 
730,2019-02-01,24.2,31.4,27.3,87.0,2.8,2.0,5.0,360.0,2.0,C 
731,2019-02-02,24.6,30.4,27.4,87.0,1.0,6.5,5.0,270.0,2.0,C 
732,2019-02-03,23.3,30.8,27.15,86.5,13.2,4.2,5.0,300.0,1.5,
733,2019-02-04,22.0,31.2,26.9,86.0,25.4,1.9,5.0,330.0,1.0,C 
734,2019-02-05,24.4,30.6,26.6,88.0,7.5,6.0,6.0,340.0,2.0,C 
735,2019-02-06,23.2,30.8,26.5,89.0,30.5,3.5,6.0,330.0,1.0,C 
736,2019-02-07,24.8,31.4,27.6,86.0,12.1,7.3,6.0,290.0,2.0,C 
737,2019-02-08,23.8,30.8,26.6,90.0,46.4,5.5,3.0,280.0,1.0,C 
738,2019-02-09,24.6,31.6,28.4,85.0,9.5,3.8,4.0,360.0,1.0,C 
739,2019-02-10,26.0,31.0,28.4,84.0,0.2,6.7,7.0,360.0,2.0,N 
740,2019-02-11,25.2,31.2,27.7,87.0,0.4,6.5,5.0,340.0,2.0,C 
741,2019-02-12,24.8,31.2,28.0,81.0,4.8,0.2,3.0,350.0,1.0,C 
742,2019-02-13,24.8,31.2,28.0,81.0,4.8,0.2,3.0,350.0,1.0,C 
743,2019-02-14,25.4,31.1,27.7,85.0,2.4,3.75,3.0,305.0,1.0,
744,2019-02-15,26.0,31.0,27.4,89.0,0.0,7.3,3.0,260.0,1.0,C 
745,2019-02-16,25.0,31.4,27.8,85.0,23.0,2.4,8.0,130.0,2.0,C 
746,2019-02-17,22.0,31.8,28.0,81.0,40.0,9.6,4.0,250.0,2.0,C 
747,2019-02-18,25.4,31.4,27.7,84.0,0.0,9.7,4.0,360.0,2.0,C 
748,2019-02-19,24.2,31.8,28.2,81.0,0.0,6.6,5.0,350.0,1.0,C 
749,2019-02-20,25.4,31.4,28.6,81.0,0.0,9.6,5.0,280.0,2.0,C 
750,2019-02-21,25.4,31.0,28.2,78.0,0.0,6.3,3.0,310.0,1.0,C 
751,2019-02-22,25.0,31.6,27.9,82.0,0.0,5.7,4.0,340.0,1.0,C 
752,2019-02-23,24.2,32.0,27.3,84.0,2.0,6.8,6.0,320.0,2.0,C 
753,2019-02-24,24.6,32.2,28.2,82.0,11.3,7.1,4.0,320.0,2.0,C 
754,2019-02-25,24.0,32.6,28.6,82.0,3.0,8.4,4.0,30.0,2.0,C 
755,2019-02-26,26.0,34.0,29.8,80.0,0.0,8.5,6.0,110.0,4.0,SE
756,2019-02-27,27.0,34.4,30.6,74.0,0.0,9.1,6.0,340.0,3.0,E 
757,2019-02-28,27.0,33.0,29.9,77.0,0.0,9.6,6.0,320.0,2.0,C 
758,2019-03-01,26.0,32.5,28.8,81.0,7.3,7.0,5.0,270.0,2.0,
759,2019-03-02,25.0,32.0,27.7,85.0,14.6,4.4,4.0,220.0,2.0,C 
760,2019-03-03,25.2,31.0,27.1,88.0,1.1,6.3,4.0,110.0,1.0,C 
761,2019-03-04,25.2,31.6,28.1,83.0,0.0,2.5,6.0,330.0,1.0,C 
762,2019-03-05,25.2,31.6,28.1,86.0,2.7,4.7,6.0,300.0,3.0,W 
763,2019-03-06,25.6,29.2,26.0,94.0,1.0,7.9,5.0,290.0,2.0,W 
764,2019-03-07,23.0,28.8,26.3,91.0,19.5,1.0,3.0,110.0,1.0,C 
765,2019-03-08,24.6,30.8,27.5,86.0,0.0,0.0,4.0,340.0,1.0,C 
766,2019-03-09,25.0,31.2,27.6,84.0,0.0,4.9,4.0,360.0,1.0,C 
767,2019-03-10,24.2,30.6,26.4,92.0,1.0,5.2,4.0,320.0,1.0,C 
768,2019-03-11,25.0,31.6,27.8,84.0,3.0,7.0,4.0,330.0,1.0,C 
769,2019-03-12,25.4,31.0,28.0,88.0,0.9,7.6,6.0,280.0,3.0,W 
770,2019-03-13,24.0,32.0,28.3,88.0,0.0,3.5,4.0,340.0,2.0,C 
771,2019-03-14,25.8,31.8,28.8,85.0,0.0,7.2,11.0,270.0,3.0,W 
772,2019-03-15,26.0,32.4,28.8,86.0,0.0,6.4,6.0,360.0,2.0,N 
773,2019-03-16,25.4,30.8,26.8,85.0,0.0,5.5,4.0,340.0,2.0,C 
774,2019-03-17,24.2,30.8,26.4,89.0,3.0,2.3,3.0,270.0,0.0,C 
775,2019-03-18,22.6,30.6,27.3,87.0,1.0,0.7,4.0,320.0,1.0,C 
776,2019-03-19,25.0,30.8,26.6,90.0,7.0,5.1,4.0,230.0,1.0,C 
777,2019-03-20,23.8,31.4,28.0,87.0,40.5,3.7,7.0,320.0,2.0,C 
778,2019-03-21,25.2,32.2,28.4,84.0,0.0,8.7,7.0,280.0,3.0,W 
779,2019-03-22,25.2,32.6,28.7,87.0,15.0,7.1,7.0,300.0,2.0,W 
780,2019-03-23,24.6,31.4,27.5,91.0,4.8,8.1,9.0,330.0,2.0,NW
781,2019-03-24,25.4,27.8,26.7,92.0,1.2,0.0,3.0,30.0,0.0,C 
782,2019-03-25,25.0,30.4,27.1,90.0,12.3,0.0,4.0,300.0,1.0,C 
783,2019-03-26,23.8,32.6,28.4,82.0,24.0,3.7,3.0,290.0,1.0,C 
784,2019-03-27,25.8,32.4,27.5,91.0,0.0,6.3,6.0,360.0,2.0,C 
785,2019-03-28,24.2,31.6,26.9,88.0,9.3,6.1,3.0,210.0,1.0,C 
786,2019-03-29,24.0,31.8,28.0,84.0,3.0,3.4,5.0,360.0,2.0,C 
787,2019-03-30,25.0,31.8,28.5,83.0,0.0,9.8,5.0,330.0,2.0,C 
788,2019-03-31,25.0,31.6,27.5,87.0,0.0,6.5,4.0,340.0,1.0,C 
789,2019-04-01,24.0,30.8,26.2,89.0,16.4,6.7,4.0,160.0,1.0,C 
790,2019-04-02,25.6,30.8,27.5,86.0,5.1,4.9,3.0,360.0,1.0,C 
791,2019-04-03,25.2,33.0,28.8,82.0,0.0,5.3,4.0,360.0,1.0,C 
792,2019-04-04,24.8,33.6,28.4,82.0,43.5,8.1,5.0,110.0,2.0,E 
793,2019-04-05,25.2,31.8,28.7,82.0,3.2,7.4,5.0,350.0,2.0,C 
794,2019-04-06,24.8,31.8,27.6,84.0,17.2,9.4,8.0,360.0,2.0,C 
795,2019-04-07,25.0,31.8,28.0,85.0,16.35,9.2,6.0,350.0,2.0,
796,2019-04-08,25.2,31.8,28.4,86.0,15.5,9.0,4.0,340.0,2.0,N 
797,2019-04-09,25.2,32.4,28.5,84.0,18.8,9.4,5.0,320.0,2.0,C 
798,2019-04-10,25.2,31.8,28.25,84.5,9.4,8.8,4.5,215.0,1.5,
799,2019-04-11,25.2,31.2,28.0,85.0,0.0,8.2,4.0,110.0,1.0,C 
800,2019-04-12,25.0,34.0,28.8,81.0,0.7,8.4,5.0,360.0,2.0,C 
801,2019-04-13,25.8,32.6,28.2,89.0,5.4,7.3,4.0,120.0,2.0,C 
802,2019-04-14,25.4,34.6,27.7,86.0,15.2,5.7,6.0,260.0,2.0,E 
803,2019-04-15,24.6,34.4,28.2,86.0,8.9,5.6,5.0,350.0,2.0,C 
804,2019-04-16,25.6,32.4,28.7,85.0,1.0,5.5,4.0,100.0,2.0,C 
805,2019-04-17,25.8,31.8,28.7,82.0,0.0,5.7,6.0,350.0,2.0,C 
806,2019-04-18,25.8,34.2,29.3,79.0,0.0,8.8,5.0,110.0,2.0,E 
807,2019-04-19,25.2,33.6,30.2,76.0,9.3,7.8,4.0,110.0,2.0,C 
808,2019-04-20,26.4,33.8,28.8,79.0,0.0,6.9,7.0,100.0,2.0,C 
809,2019-04-21,26.0,33.4,29.9,77.0,0.0,4.9,6.0,100.0,2.0,C 
810,2019-04-22,27.4,34.8,30.6,68.0,0.0,8.4,6.0,100.0,2.0,E 
811,2019-04-23,27.0,34.6,30.8,69.0,0.0,9.5,6.0,150.0,3.0,E 
812,2019-04-24,27.4,33.8,30.0,72.0,0.0,9.3,5.0,120.0,2.0,C 
813,2019-04-25,27.4,34.0,29.1,79.0,0.0,5.5,4.0,120.0,2.0,E 
814,2019-04-26,25.4,33.6,29.5,75.0,19.2,7.0,4.0,110.0,2.0,C 
815,2019-04-27,25.0,32.4,28.5,81.0,0.0,7.2,4.0,350.0,1.0,C 
816,2019-04-28,25.2,30.6,27.8,86.0,2.0,6.9,6.0,360.0,1.0,C 
817,2019-04-29,25.8,31.4,27.5,86.0,3.2,1.6,5.0,360.0,2.0,C 
818,2019-04-30,24.8,32.0,28.1,82.0,11.2,4.5,5.0,350.0,1.0,C 
819,2019-05-01,25.4,31.4,27.4,85.0,31.8,9.0,4.0,50.0,2.0,C 
820,2019-05-02,25.36,31.52,27.6,84.4,27.62,9.08,4.0,106.0,1.8,
821,2019-05-03,25.32,31.64,27.8,83.8,23.44,9.16,4.0,162.0,1.6,
822,2019-05-04,25.28,31.76,28.0,83.2,19.26,9.24,4.0,218.0,1.4,
823,2019-05-05,25.24,31.88,28.2,82.6,15.08,9.32,4.0,274.0,1.2,
824,2019-05-06,25.2,32.0,28.4,82.0,10.9,9.4,4.0,330.0,1.0,C 
825,2019-05-07,22.8,33.6,29.4,78.0,0.0,9.8,5.0,70.0,2.0,C 
826,2019-05-08,26.2,33.2,29.0,77.0,0.6,9.0,5.0,340.0,2.0,C 
827,2019-05-09,26.0,33.2,28.2,82.0,0.0,10.2,4.0,160.0,1.0,C 
828,2019-05-10,24.6,32.4,28.4,80.0,53.6,6.2,4.0,50.0,2.0,C 
829,2019-05-11,25.0,32.6,28.7,76.0,0.0,3.9,7.0,100.0,3.0,C 
830,2019-05-12,25.4,32.4,29.0,74.0,0.0,9.0,4.0,110.0,2.0,C 
831,2019-05-13,25.0,34.0,29.5,70.0,0.0,8.0,5.0,90.0,2.0,E 
832,2019-05-14,25.6,34.0,28.9,77.0,0.0,9.5,4.0,100.0,2.0,E 
833,2019-05-15,26.0,33.8,29.8,76.0,0.0,8.5,5.0,120.0,2.0,C 
834,2019-05-16,25.4,31.8,28.5,85.0,3.2,8.3,4.0,20.0,2.0,C 
835,2019-05-17,24.4,33.6,28.6,71.0,0.0,4.9,5.0,110.0,2.0,C 
836,2019-05-18,23.8,32.8,27.7,78.0,0.0,9.2,5.0,360.0,1.0,C 
837,2019-05-19,24.4,33.6,29.1,69.0,0.0,7.6,6.0,40.0,1.0,C 
838,2019-05-20,25.0,33.4,29.1,73.0,0.0,9.8,5.0,100.0,2.0,C 
839,2019-05-21,24.4,34.6,29.4,73.0,0.0,10.2,6.0,80.0,2.0,E 
840,2019-05-22,24.8,35.0,29.1,75.0,0.0,9.9,5.0,10.0,2.0,C 
841,2019-05-23,25.8,35.6,30.0,69.0,0.0,10.5,5.0,90.0,2.0,E 
842,2019-05-24,23.6,33.8,29.5,74.0,0.0,9.2,5.0,130.0,3.0,E 
843,2019-05-25,24.8,33.6,28.9,74.0,0.0,9.6,6.0,30.0,2.0,C 
844,2019-05-26,25.0,34.0,29.2,74.0,0.0,9.7,5.0,140.0,2.0,C 
845,2019-05-27,25.6,33.8,29.4,73.0,0.0,7.9,5.0,40.0,3.0,E 
846,2019-05-28,25.0,34.2,31.1,61.0,0.0,6.9,5.0,70.0,3.0,E 
847,2019-05-29,25.2,34.6,30.3,71.0,0.0,10.3,6.0,110.0,4.0,E 
848,2019-05-30,25.6,34.2,28.9,75.0,0.0,9.2,6.0,90.0,2.0,E 
849,2019-05-31,24.6,33.8,28.7,73.0,0.0,10.0,6.0,90.0,2.0,C 
850,2019-06-01,23.0,34.0,28.5,74.0,0.0,9.5,5.0,110.0,2.0,C 
851,2019-06-02,24.0,32.4,27.8,78.0,0.0,7.9,4.0,320.0,1.0,C 
852,2019-06-03,23.8,31.8,27.1,82.0,0.0,7.9,4.0,350.0,1.0,C 
853,2019-06-04,24.4,33.8,28.4,78.0,0.0,4.0,4.0,340.0,1.0,C 
854,2019-06-05,23.4,33.4,29.8,70.0,0.0,5.8,5.0,110.0,2.0,C 
855,2019-06-06,26.4,33.6,30.2,66.0,0.0,10.2,4.0,110.0,3.0,E 
856,2019-06-07,26.0,34.2,30.4,68.0,0.0,9.4,5.0,110.0,3.0,E 
857,2019-06-08,24.2,34.2,28.8,70.0,0.0,7.1,8.0,100.0,2.0,C 
858,2019-06-09,23.6,34.2,28.4,73.0,0.0,8.6,10.0,90.0,2.0,C 
859,2019-06-10,24.0,35.0,28.7,75.0,0.0,8.5,6.0,50.0,2.0,C 
860,2019-06-11,24.4,35.6,29.6,69.0,0.0,10.4,5.0,100.0,3.0,E 
861,2019-06-12,23.8,34.6,29.1,71.0,0.0,9.6,6.0,50.0,2.0,C 
862,2019-06-13,24.8,33.6,29.5,73.0,0.0,9.5,11.0,70.0,2.0,C 
863,2019-06-14,26.0,30.8,27.6,84.0,0.0,7.8,4.0,350.0,1.0,C 
864,2019-06-15,25.4,34.6,28.8,79.0,0.0,1.1,5.0,150.0,2.0,C 
